customer_id,customer_name,email,phone,city,state,country,customer_segment,registration_date,last_login,updated_date
CUST01424,John Brown,john.brown@email.com,+68-2817-680032,Paris,BE,SE,Standard,2024-05-08,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST01425,David Johnson,david.johnson@yahoo.com,+6-6417-390600,Sydney,NSW,ES,Basic,2024-04-30,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST01426,James Moore,james.moore@yahoo.com,+31-2466-215743,Berlin,IDF,IN,Basic,2024-04-10,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST01427,Patricia Thomas,patricia.thomas@company.com,+49-1992-781734,London,NSW,DE,Basic,2024-10-07,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01428,James Wilson,james.wilson@gmail.com,+9-5947-257903,Sydney,LN,UK,Standard,2024-01-18,2025-11-07 14:45:23,2025-11-10 14:45:23
CUST01429,David Taylor,david.taylor@email.com,+71-1725-632420,Mumbai,NSW,IN,Premium,2024-07-29,2025-11-03 14:45:23,2025-11-12 14:45:23
CUST01430,Jessica Anderson,jessica.anderson@yahoo.com,+56-3291-143367,Mumbai,BE,CA,Premium,2024-04-27,2025-11-07 14:45:23,2025-11-09 14:45:23
CUST01431,Robert Jackson,robert.jackson@email.com,+32-2586-696746,Mumbai,NSW,NL,Standard,2024-10-24,2025-11-10 14:45:23,2025-11-10 14:45:23
CUST01432,Sarah Smith,sarah.smith@company.com,+42-4766-391608,New York,NY,MX,Basic,2024-02-26,2025-11-04 14:45:23,2025-11-11 14:45:23
CUST01433,James Anderson,james.anderson@email.com,+16-9635-182435,Mumbai,TK,IN,Standard,2024-06-24,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST01434,Jessica Moore,jessica.moore@gmail.com,+47-5365-911603,New York,ON,BR,Basic,2024-05-08,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST01435,Emily Brown,emily.brown@yahoo.com,+99-2848-546012,Mumbai,NY,DE,Basic,2024-09-02,2025-11-08 14:45:23,2025-11-12 14:45:23
CUST01436,Michael Brown,michael.brown@company.com,+10-4950-297840,Paris,LN,IN,Basic,2024-12-19,2025-11-06 14:45:23,2025-11-09 14:45:23
CUST01437,Patricia Smith,patricia.smith@yahoo.com,+86-1658-332452,New York,BE,FR,Standard,2024-01-20,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST01438,James Smith,james.smith@company.com,+29-1707-643307,Sydney,ON,DE,Standard,2024-04-05,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST01439,Sarah Taylor,sarah.taylor@gmail.com,+58-5894-275956,Toronto,ON,SE,Premium,2024-06-06,2025-11-03 14:45:23,2025-11-08 14:45:23
CUST01440,Sarah Smith,sarah.smith@email.com,+75-4520-346140,Toronto,ON,CN,Standard,2024-05-21,2025-11-11 14:45:23,2025-11-11 14:45:23
CUST01441,Emily Davis,emily.davis@company.com,+61-9241-351212,Toronto,IDF,BR,Standard,2024-04-25,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST01442,Linda Moore,linda.moore@company.com,+43-2342-715728,London,NSW,MX,Premium,2024-07-12,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST01443,Robert Brown,robert.brown@gmail.com,+94-6332-147218,London,MH,ES,Premium,2024-08-20,2025-11-04 14:45:23,2025-11-11 14:45:23
CUST01444,John Taylor,john.taylor@company.com,+2-1501-275375,Toronto,TK,IN,Basic,2024-11-30,2025-11-08 14:45:23,2025-11-11 14:45:23
CUST01445,Emily Thomas,emily.thomas@yahoo.com,+35-5918-601713,Toronto,BE,BR,Basic,2024-02-19,2025-11-04 14:45:23,2025-11-08 14:45:23
CUST01446,Emily Davis,emily.davis@email.com,+94-3996-669037,New York,MH,FR,Standard,2024-10-30,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST01447,Emily Taylor,emily.taylor@yahoo.com,+96-7259-350838,Berlin,IDF,IN,Standard,2024-08-29,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST01448,John Moore,john.moore@email.com,+93-2516-703599,Paris,MH,AU,Standard,2024-03-13,2025-11-03 14:45:23,2025-11-12 14:45:23
CUST01449,Emily Davis,emily.davis@gmail.com,+42-3201-904878,Tokyo,LN,JP,Standard,2024-01-18,2025-11-10 14:45:23,2025-11-13 14:45:23
CUST01450,Emily Wilson,emily.wilson@gmail.com,+29-4937-472654,Paris,IDF,JP,Premium,2024-10-16,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST01451,Linda Moore,linda.moore@email.com,+50-5117-852751,Sydney,TK,IN,Premium,2024-12-19,2025-11-05 14:45:23,2025-11-10 14:45:23
CUST01452,James Anderson,james.anderson@yahoo.com,+42-6133-738086,Paris,ON,CN,Basic,2024-07-06,2025-11-03 14:45:23,2025-11-13 14:45:23
CUST01453,Jessica Davis,jessica.davis@yahoo.com,+48-3909-952264,Berlin,ON,FR,Standard,2024-01-10,2025-11-09 14:45:23,2025-11-13 14:45:23
CUST01454,Linda Thomas,linda.thomas@company.com,+15-8822-501175,New York,NY,IT,Standard,2024-01-28,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01455,Jessica Moore,jessica.moore@company.com,+63-8758-512073,Toronto,TK,BR,Standard,2024-08-25,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST01456,Michael Anderson,michael.anderson@email.com,+57-3520-994694,Berlin,BE,CN,Premium,2024-10-19,2025-11-06 14:45:23,2025-11-11 14:45:23
CUST01457,John Jackson,john.jackson@email.com,+20-4480-442765,Toronto,LN,IN,Premium,2024-03-02,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST01458,John Moore,john.moore@yahoo.com,+27-4567-704261,Mumbai,BE,IN,Premium,2024-06-28,2025-11-11 14:45:23,2025-11-10 14:45:23
CUST01459,James Thomas,james.thomas@gmail.com,+34-6255-498461,Berlin,MH,DE,Basic,2024-08-30,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST01460,Robert Smith,robert.smith@email.com,+71-7964-776341,Paris,ON,BR,Standard,2024-06-20,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST01461,Robert Smith,robert.smith@email.com,+31-1057-535485,Sydney,BE,IN,Premium,2024-06-07,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01462,Jessica Wilson,jessica.wilson@email.com,+10-9064-375652,Tokyo,ON,SE,Premium,2024-11-26,2025-11-03 14:45:23,2025-11-13 14:45:23
CUST01463,Sarah Wilson,sarah.wilson@email.com,+85-6306-739017,Sydney,MH,CA,Premium,2024-06-19,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01464,John Davis,john.davis@yahoo.com,+20-5245-365814,Tokyo,TK,CN,Basic,2024-06-03,2025-11-03 14:45:23,2025-11-11 14:45:23
CUST01465,Robert Taylor,robert.taylor@company.com,+16-4808-373109,New York,BE,US,Basic,2024-08-16,2025-11-07 14:45:23,2025-11-12 14:45:23
CUST01466,Linda Davis,linda.davis@company.com,+7-1508-671471,Mumbai,NSW,IT,Standard,2024-12-18,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST01467,Patricia Brown,patricia.brown@yahoo.com,+56-5767-608910,New York,NSW,NL,Standard,2024-11-08,2025-11-09 14:45:23,2025-11-12 14:45:23
CUST01468,Jessica Anderson,jessica.anderson@gmail.com,+79-2385-161542,London,LN,BR,Premium,2024-08-28,2025-11-11 14:45:23,2025-11-10 14:45:23
CUST01469,Emily Anderson,emily.anderson@company.com,+39-6056-263366,Sydney,LN,UK,Standard,2024-09-06,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST01470,David Davis,david.davis@email.com,+49-1559-757457,Mumbai,ON,SE,Basic,2024-10-23,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST01471,Michael Moore,michael.moore@yahoo.com,+97-1993-536949,Toronto,TK,MX,Standard,2024-07-17,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01472,Linda Davis,linda.davis@yahoo.com,+66-6131-865460,Toronto,BE,CA,Standard,2024-09-25,2025-11-06 14:45:23,2025-11-12 14:45:23
CUST01473,Linda Moore,linda.moore@company.com,+45-3240-552688,London,NSW,FR,Standard,2024-07-16,2025-11-05 14:45:23,2025-11-10 14:45:23
CUST01474,Michael Thomas,michael.thomas@gmail.com,+22-4717-354529,Toronto,NSW,DE,Basic,2024-09-04,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST01475,Robert Johnson,robert.johnson@yahoo.com,+21-9817-155052,Sydney,BE,IN,Basic,2024-10-01,2025-11-04 14:45:23,2025-11-09 14:45:23
CUST01476,Emily Wilson,emily.wilson@email.com,+38-7232-182218,Paris,IDF,MX,Standard,2024-07-17,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST01477,Linda Taylor,linda.taylor@company.com,+48-2764-600442,Mumbai,ON,AU,Standard,2024-05-15,2025-11-03 14:45:23,2025-11-09 14:45:23
CUST01478,James Thomas,james.thomas@company.com,+29-7235-987218,Toronto,NY,CN,Basic,2024-04-30,2025-11-13 14:45:23,2025-11-09 14:45:23
CUST01479,Sarah Taylor,sarah.taylor@yahoo.com,+63-6123-567329,Sydney,IDF,US,Basic,2024-06-26,2025-11-03 14:45:23,2025-11-08 14:45:23
CUST01480,Sarah Moore,sarah.moore@company.com,+96-5049-630884,Toronto,ON,IN,Premium,2024-02-26,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST01481,Sarah Brown,sarah.brown@gmail.com,+8-2327-172498,Berlin,TK,UK,Standard,2024-03-11,2025-11-10 14:45:23,2025-11-09 14:45:23
CUST01482,Emily Smith,emily.smith@yahoo.com,+40-7544-505094,London,BE,UK,Standard,2024-04-20,2025-11-05 14:45:23,2025-11-12 14:45:23
CUST01483,Emily Jackson,emily.jackson@yahoo.com,+4-8081-919748,Sydney,MH,CA,Premium,2024-06-12,2025-11-11 14:45:23,2025-11-12 14:45:23
CUST01484,Sarah Smith,sarah.smith@gmail.com,+4-3903-295945,Mumbai,LN,AU,Standard,2024-01-07,2025-11-11 14:45:23,2025-11-10 14:45:23
CUST01485,Linda Thomas,linda.thomas@email.com,+4-9490-193199,New York,NY,AU,Standard,2024-06-03,2025-11-13 14:45:23,2025-11-08 14:45:23
CUST01486,Robert Taylor,robert.taylor@yahoo.com,+35-4709-101936,Paris,IDF,CN,Standard,2024-08-07,2025-11-06 14:45:23,2025-11-09 14:45:23
CUST01487,Robert Smith,robert.smith@company.com,+61-5244-884121,Tokyo,MH,AU,Standard,2024-12-22,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST01488,Jessica Wilson,jessica.wilson@company.com,+58-4278-484994,Toronto,IDF,IT,Standard,2024-11-30,2025-11-10 14:45:23,2025-11-08 14:45:23
CUST01489,Patricia Taylor,patricia.taylor@email.com,+16-2440-613326,Tokyo,NY,US,Standard,2024-02-09,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01490,Michael Johnson,michael.johnson@gmail.com,+12-2372-308002,Paris,TK,JP,Standard,2024-03-26,2025-11-09 14:45:23,2025-11-11 14:45:23
CUST01491,Patricia Moore,patricia.moore@company.com,+5-4273-351704,Sydney,LN,FR,Basic,2024-11-19,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST01492,Robert Thomas,robert.thomas@email.com,+53-4171-245350,New York,NSW,UK,Basic,2024-04-01,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST01493,Sarah Taylor,sarah.taylor@email.com,+44-1272-402986,Tokyo,LN,US,Premium,2024-07-05,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST01494,Linda Thomas,linda.thomas@gmail.com,+89-1917-205556,Toronto,ON,IT,Basic,2024-05-25,2025-11-07 14:45:23,2025-11-08 14:45:23
CUST01495,Sarah Thomas,sarah.thomas@email.com,+37-5658-433446,Tokyo,LN,DE,Premium,2024-05-25,2025-11-08 14:45:23,2025-11-08 14:45:23
CUST01496,Jessica Moore,jessica.moore@email.com,+42-2481-637874,Sydney,MH,DE,Standard,2024-12-06,2025-11-09 14:45:23,2025-11-08 14:45:23
CUST01497,Emily Johnson,emily.johnson@gmail.com,+50-3296-394311,Paris,NY,CN,Standard,2024-09-27,2025-11-07 14:45:23,2025-11-13 14:45:23
CUST01498,Jessica Taylor,jessica.taylor@yahoo.com,+46-2132-493152,Mumbai,NSW,ES,Basic,2024-11-28,2025-11-08 14:45:23,2025-11-11 14:45:23
CUST01499,Michael Moore,michael.moore@gmail.com,+6-9275-482984,Toronto,NY,CA,Standard,2024-01-04,2025-11-05 14:45:23,2025-11-08 14:45:23
CUST01500,Michael Smith,michael.smith@email.com,+62-1369-522003,Toronto,NSW,SE,Standard,2024-01-03,2025-11-05 14:45:23,2025-11-13 14:45:23
CUST01501,John Anderson,john.anderson@yahoo.com,+45-7673-532649,London,BE,UK,Basic,2024-06-14,2025-11-10 14:45:23,2025-11-13 14:45:23
CUST01502,Patricia Taylor,patricia.taylor@company.com,+54-8601-878031,London,LN,DE,Standard,2024-11-19,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST01503,Jessica Taylor,jessica.taylor@company.com,+39-3482-716089,London,LN,US,Basic,2024-03-25,2025-11-03 14:45:23,2025-11-12 14:45:23
CUST01504,David Anderson,david.anderson@yahoo.com,+94-1868-882364,Sydney,IDF,NL,Basic,2024-12-05,2025-11-04 14:45:23,2025-11-12 14:45:23
CUST01505,John Smith,john.smith@company.com,+63-2427-713606,New York,NSW,NL,Standard,2024-10-23,2025-11-05 14:45:23,2025-11-08 14:45:23
CUST01506,John Thomas,john.thomas@email.com,+6-3903-319302,Paris,MH,MX,Standard,2024-09-08,2025-11-09 14:45:23,2025-11-08 14:45:23
CUST01507,Michael Taylor,michael.taylor@yahoo.com,+50-9450-511672,London,BE,JP,Standard,2024-03-13,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01508,James Thomas,james.thomas@gmail.com,+14-6375-423450,Mumbai,LN,NL,Standard,2024-05-25,2025-11-07 14:45:23,2025-11-10 14:45:23
CUST01509,James Davis,james.davis@yahoo.com,+25-3845-349322,Toronto,NSW,IT,Basic,2024-11-04,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST01510,Jessica Thomas,jessica.thomas@gmail.com,+51-1078-610077,Paris,ON,BR,Basic,2024-12-29,2025-11-05 14:45:23,2025-11-08 14:45:23
CUST01511,Emily Wilson,emily.wilson@company.com,+25-6647-498312,London,NSW,JP,Premium,2024-09-23,2025-11-08 14:45:23,2025-11-13 14:45:23
CUST01512,Robert Smith,robert.smith@gmail.com,+64-3375-850198,Toronto,MH,DE,Premium,2024-02-19,2025-11-08 14:45:23,2025-11-09 14:45:23
CUST01513,Michael Anderson,michael.anderson@gmail.com,+32-4736-371428,Sydney,MH,BR,Basic,2024-01-31,2025-11-03 14:45:23,2025-11-11 14:45:23
CUST01514,James Brown,james.brown@company.com,+73-5275-155964,Tokyo,NSW,BR,Standard,2024-07-01,2025-11-13 14:45:23,2025-11-13 14:45:23
CUST01515,James Thomas,james.thomas@gmail.com,+93-7749-447151,Mumbai,ON,AU,Standard,2024-10-09,2025-11-05 14:45:23,2025-11-13 14:45:23
CUST01516,Michael Smith,michael.smith@gmail.com,+70-9356-732750,Toronto,MH,DE,Premium,2024-08-23,2025-11-09 14:45:23,2025-11-08 14:45:23
CUST01517,Jessica Jackson,jessica.jackson@yahoo.com,+36-4800-776799,Toronto,NSW,CA,Standard,2024-10-20,2025-11-12 14:45:23,2025-11-11 14:45:23
CUST01518,Emily Davis,emily.davis@gmail.com,+3-4954-775116,Berlin,ON,SE,Standard,2024-08-22,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST01519,James Smith,james.smith@yahoo.com,+91-1021-626504,Paris,IDF,UK,Premium,2024-11-25,2025-11-09 14:45:23,2025-11-10 14:45:23
CUST01520,Sarah Wilson,sarah.wilson@company.com,+75-2416-203247,New York,MH,FR,Basic,2024-07-13,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST01521,Patricia Johnson,patricia.johnson@yahoo.com,+64-3798-966021,Paris,MH,UK,Basic,2024-12-26,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST01522,Jessica Smith,jessica.smith@email.com,+65-5208-169479,Tokyo,MH,ES,Premium,2024-10-31,2025-11-12 14:45:23,2025-11-11 14:45:23
CUST01523,James Smith,james.smith@company.com,+53-2980-460784,Sydney,NSW,ES,Standard,2024-06-24,2025-11-12 14:45:23,2025-11-10 14:45:23
CUST01524,Sarah Moore,sarah.moore@yahoo.com,+78-8074-977456,Toronto,TK,CA,Standard,2024-01-18,2025-11-07 14:45:23,2025-11-12 14:45:23
CUST01525,Jessica Taylor,jessica.taylor@yahoo.com,+54-7743-996046,New York,BE,AU,Basic,2024-06-14,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST01526,James Smith,james.smith@gmail.com,+45-1235-766215,Mumbai,MH,BR,Basic,2024-03-31,2025-11-08 14:45:23,2025-11-10 14:45:23
CUST01527,David Moore,david.moore@company.com,+74-1458-713951,Mumbai,BE,UK,Standard,2024-10-03,2025-11-06 14:45:23,2025-11-13 14:45:23
CUST01528,Michael Smith,michael.smith@yahoo.com,+48-4671-849767,London,NY,IN,Standard,2024-04-03,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01529,David Wilson,david.wilson@gmail.com,+67-3839-129355,Mumbai,TK,CN,Standard,2024-09-14,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST01530,Michael Wilson,michael.wilson@company.com,+94-4558-161522,Paris,NY,SE,Standard,2024-09-03,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST01531,John Davis,john.davis@email.com,+45-5493-423439,Sydney,TK,FR,Premium,2024-01-09,2025-11-04 14:45:23,2025-11-13 14:45:23
CUST01532,John Brown,john.brown@yahoo.com,+10-1647-209229,London,ON,JP,Standard,2024-04-19,2025-11-13 14:45:23,2025-11-08 14:45:23
CUST01533,Linda Moore,linda.moore@gmail.com,+32-6843-310462,Tokyo,IDF,JP,Basic,2024-09-17,2025-11-06 14:45:23,2025-11-10 14:45:23
CUST01534,Patricia Jackson,patricia.jackson@yahoo.com,+61-8454-100418,Sydney,LN,CN,Basic,2024-03-09,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST01535,Patricia Taylor,patricia.taylor@yahoo.com,+84-7569-324246,London,LN,AU,Premium,2024-09-23,2025-11-06 14:45:23,2025-11-12 14:45:23
CUST01536,Emily Wilson,emily.wilson@yahoo.com,+36-5933-563138,Berlin,LN,MX,Premium,2024-11-18,2025-11-07 14:45:23,2025-11-09 14:45:23
CUST01537,Patricia Johnson,patricia.johnson@email.com,+13-1426-690687,Mumbai,LN,CN,Premium,2024-09-19,2025-11-03 14:45:23,2025-11-10 14:45:23
CUST01538,Linda Davis,linda.davis@company.com,+7-1113-288070,Mumbai,TK,IN,Standard,2024-10-05,2025-11-08 14:45:23,2025-11-09 14:45:23
CUST01539,David Brown,david.brown@company.com,+13-2880-271289,New York,NSW,DE,Standard,2024-01-26,2025-11-05 14:45:23,2025-11-08 14:45:23
CUST01540,John Wilson,john.wilson@yahoo.com,+56-9885-345886,Sydney,NSW,JP,Standard,2024-03-08,2025-11-09 14:45:23,2025-11-08 14:45:23
CUST01541,Michael Johnson,michael.johnson@yahoo.com,+92-5338-923831,New York,IDF,CA,Standard,2024-06-11,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST01542,Michael Brown,michael.brown@email.com,+84-4491-309019,Mumbai,MH,UK,Standard,2024-04-11,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST01543,James Davis,james.davis@email.com,+81-2679-202801,Mumbai,NSW,MX,Basic,2024-07-11,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01544,Patricia Moore,patricia.moore@yahoo.com,+10-5813-467986,Tokyo,NY,CA,Standard,2024-08-30,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST01545,Sarah Taylor,sarah.taylor@gmail.com,+62-5120-790958,Toronto,MH,SE,Basic,2024-09-08,2025-11-10 14:45:23,2025-11-13 14:45:23
CUST01546,Michael Brown,michael.brown@company.com,+71-6519-969011,Tokyo,NSW,BR,Standard,2024-03-15,2025-11-13 14:45:23,2025-11-12 14:45:23
CUST01547,John Brown,john.brown@company.com,+97-4767-221033,New York,MH,US,Basic,2024-07-26,2025-11-06 14:45:23,2025-11-09 14:45:23
CUST01548,James Brown,james.brown@company.com,+72-3378-148526,Sydney,NSW,BR,Standard,2024-09-02,2025-11-03 14:45:23,2025-11-10 14:45:23
CUST01549,Jessica Smith,jessica.smith@gmail.com,+77-8846-478225,Mumbai,ON,SE,Premium,2024-11-04,2025-11-05 14:45:23,2025-11-10 14:45:23
CUST01550,Linda Jackson,linda.jackson@email.com,+43-8764-638999,Mumbai,NSW,NL,Premium,2024-10-21,2025-11-03 14:45:23,2025-11-08 14:45:23
CUST01551,Emily Taylor,emily.taylor@company.com,+23-9321-471251,Mumbai,NSW,SE,Basic,2024-08-20,2025-11-09 14:45:23,2025-11-09 14:45:23
CUST01552,Emily Johnson,emily.johnson@email.com,+29-6000-151381,Berlin,BE,BR,Basic,2024-07-01,2025-11-05 14:45:23,2025-11-10 14:45:23
CUST01553,Jessica Brown,jessica.brown@company.com,+93-9702-726501,London,IDF,FR,Standard,2024-10-16,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST01554,David Jackson,david.jackson@email.com,+57-7951-196136,New York,NSW,FR,Basic,2024-07-08,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01555,Linda Smith,linda.smith@company.com,+78-7842-334463,Berlin,NY,IN,Basic,2024-11-03,2025-11-07 14:45:23,2025-11-13 14:45:23
CUST01556,Patricia Taylor,patricia.taylor@company.com,+16-3828-609445,London,LN,DE,Standard,2024-12-04,2025-11-07 14:45:23,2025-11-11 14:45:23
CUST01557,Michael Davis,michael.davis@gmail.com,+90-2238-224526,Berlin,NSW,JP,Basic,2024-09-19,2025-11-04 14:45:23,2025-11-13 14:45:23
CUST01558,Michael Johnson,michael.johnson@company.com,+73-3884-213486,Berlin,NSW,AU,Standard,2024-09-06,2025-11-06 14:45:23,2025-11-12 14:45:23
CUST01559,Michael Jackson,michael.jackson@email.com,+68-2590-576086,Tokyo,ON,FR,Standard,2024-11-05,2025-11-13 14:45:23,2025-11-08 14:45:23
CUST01560,Emily Smith,emily.smith@gmail.com,+6-2886-235596,Toronto,NY,IN,Basic,2024-07-02,2025-11-04 14:45:23,2025-11-11 14:45:23
CUST01561,John Wilson,john.wilson@company.com,+92-4209-893380,London,TK,IT,Standard,2024-04-10,2025-11-10 14:45:23,2025-11-08 14:45:23
CUST01562,John Brown,john.brown@yahoo.com,+41-9754-934080,Toronto,NY,NL,Standard,2024-06-13,2025-11-10 14:45:23,2025-11-10 14:45:23
CUST01563,Jessica Brown,jessica.brown@gmail.com,+35-3649-960071,Toronto,BE,FR,Standard,2024-12-03,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST01564,Sarah Taylor,sarah.taylor@gmail.com,+74-7061-343697,New York,IDF,BR,Premium,2024-08-09,2025-11-08 14:45:23,2025-11-12 14:45:23
CUST01565,John Brown,john.brown@email.com,+19-3907-194476,New York,NSW,IN,Standard,2024-05-03,2025-11-06 14:45:23,2025-11-11 14:45:23
CUST01566,Sarah Brown,sarah.brown@gmail.com,+83-4253-306855,Sydney,ON,SE,Standard,2024-08-27,2025-11-12 14:45:23,2025-11-09 14:45:23
CUST01567,Patricia Davis,patricia.davis@yahoo.com,+47-7742-246466,London,ON,FR,Standard,2024-11-12,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST01568,David Johnson,david.johnson@gmail.com,+79-6743-833210,Sydney,NSW,IN,Standard,2024-06-04,2025-11-10 14:45:23,2025-11-13 14:45:23
CUST01569,Jessica Jackson,jessica.jackson@email.com,+25-5288-731411,Toronto,NSW,IN,Premium,2024-08-14,2025-11-09 14:45:23,2025-11-10 14:45:23
CUST01570,Sarah Smith,sarah.smith@email.com,+12-1744-529614,London,LN,IN,Standard,2024-11-23,2025-11-06 14:45:23,2025-11-08 14:45:23
CUST01571,John Jackson,john.jackson@company.com,+19-3924-500659,London,NY,AU,Premium,2024-03-23,2025-11-12 14:45:23,2025-11-13 14:45:23
CUST01572,Sarah Smith,sarah.smith@company.com,+29-9924-107840,Toronto,IDF,US,Basic,2024-11-15,2025-11-12 14:45:23,2025-11-08 14:45:23
CUST01573,Michael Johnson,michael.johnson@gmail.com,+14-3156-318029,Toronto,IDF,SE,Standard,2024-07-03,2025-11-10 14:45:23,2025-11-11 14:45:23
CUST01574,Linda Moore,linda.moore@yahoo.com,+39-7043-690393,Mumbai,MH,IT,Standard,2024-09-19,2025-11-08 14:45:23,2025-11-09 14:45:23
CUST01575,Emily Johnson,emily.johnson@company.com,+4-3669-857851,Toronto,NSW,ES,Standard,2024-02-12,2025-11-10 14:45:23,2025-11-12 14:45:23
CUST01576,Sarah Wilson,sarah.wilson@company.com,+27-1759-720442,Toronto,ON,SE,Premium,2024-01-22,2025-11-06 14:45:23,2025-11-11 14:45:23
CUST01577,Jessica Taylor,jessica.taylor@yahoo.com,+14-7720-415366,Berlin,IDF,BR,Basic,2024-05-01,2025-11-06 14:45:23,2025-11-09 14:45:23
CUST01578,Emily Moore,emily.moore@yahoo.com,+4-2778-933823,Tokyo,IDF,ES,Standard,2024-04-08,2025-11-07 14:45:23,2025-11-10 14:45:23
CUST01579,Jessica Moore,jessica.moore@gmail.com,+28-2103-903998,Toronto,TK,CN,Basic,2024-02-21,2025-11-11 14:45:23,2025-11-13 14:45:23
CUST01580,Michael Davis,michael.davis@gmail.com,+8-9100-128003,Sydney,NY,NL,Standard,2024-07-20,2025-11-09 14:45:23,2025-11-13 14:45:23
CUST01581,Michael Taylor,michael.taylor@gmail.com,+71-3816-248696,Mumbai,IDF,ES,Basic,2024-05-12,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01582,Linda Moore,linda.moore@yahoo.com,+39-3125-354682,Toronto,IDF,AU,Basic,2024-10-05,2025-11-05 14:45:23,2025-11-13 14:45:23
CUST01583,Michael Johnson,michael.johnson@company.com,+16-5225-466993,London,BE,DE,Standard,2024-05-24,2025-11-11 14:45:23,2025-11-11 14:45:23
CUST01584,Michael Thomas,michael.thomas@email.com,+54-9796-680127,Toronto,IDF,MX,Basic,2024-08-31,2025-11-11 14:45:23,2025-11-08 14:45:23
CUST01585,Michael Wilson,michael.wilson@yahoo.com,+34-2181-193332,Tokyo,TK,CA,Standard,2024-09-17,2025-11-13 14:45:23,2025-11-10 14:45:23
CUST01586,James Brown,james.brown@yahoo.com,+85-4012-439815,Toronto,MH,FR,Premium,2024-01-01,2025-11-06 14:45:23,2025-11-12 14:45:23
CUST01587,Patricia Johnson,patricia.johnson@yahoo.com,+65-9420-166953,London,NSW,DE,Standard,2024-02-29,2025-11-09 14:45:23,2025-11-13 14:45:23
CUST01588,Patricia Davis,patricia.davis@gmail.com,+30-6368-110831,Toronto,IDF,NL,Standard,2024-05-22,2025-11-12 14:45:23,2025-11-11 14:45:23
CUST01589,Patricia Jackson,patricia.jackson@company.com,+20-4993-258105,Toronto,MH,US,Basic,2024-07-23,2025-11-13 14:45:23,2025-11-11 14:45:23
CUST01590,David Wilson,david.wilson@email.com,+49-7558-735330,London,MH,CN,Standard,2024-03-19,2025-11-12 14:45:23,2025-11-12 14:45:23
CUST01591,David Johnson,david.johnson@company.com,+46-1735-848506,Sydney,NSW,NL,Standard,2024-09-09,2025-11-04 14:45:23,2025-11-10 14:45:23
CUST01592,David Brown,david.brown@yahoo.com,+43-3839-433598,Toronto,LN,UK,Basic,2024-05-27,2025-11-03 14:45:23,2025-11-11 14:45:23
CUST01593,John Taylor,john.taylor@email.com,+4-2844-681916,Berlin,TK,SE,Standard,2024-02-21,2025-11-10 14:45:23,2025-11-08 14:45:23
